id,name,latitude,longitude,prefecture,line_name
b66b114a-1d92-49de-b036-c8d8d2fe6d8c,北舟岡,42.450528,140.880259,北海道,JR室蘭本線(長万部・室蘭～苫小牧)
bb38a449-7494-4a43-bd75-e466dc708b0e,稀府,42.425567,140.898836,北海道,JR室蘭本線(長万部・室蘭～苫小牧)
ccd410ab-ec66-46b5-a5f6-6b410f4d7827,黄金,42.386441,140.907781,北海道,JR室蘭本線(長万部・室蘭～苫小牧)
b576b23c-5843-41e1-839b-39ed0fb807fb,崎守,42.373968,140.927141,北海道,JR室蘭本線(長万部・室蘭～苫小牧)
2294dc31-af23-411d-bdff-598155bf73a3,本輪西,42.358734,140.977561,北海道,JR室蘭本線(長万部・室蘭～苫小牧)
5bb47fe1-90ef-4025-a3b9-98ec7a567514,室蘭,42.317864,140.97571,北海道,JR室蘭本線(長万部・室蘭～苫小牧)
b81c0c94-e708-4b71-861d-5876e90635ce,母恋,42.317295,140.990018,北海道,JR室蘭本線(長万部・室蘭～苫小牧)
d1e6c42b-6686-4281-8f83-b93f052ff3d0,御崎,42.329014,140.993881,北海道,JR室蘭本線(長万部・室蘭～苫小牧)
275bb103-986b-4c88-9d6e-8112bb5e7967,輪西,42.333775,141.005743,北海道,JR室蘭本線(長万部・室蘭～苫小牧)
7e5da859-3c32-4a8c-86c7-ad281681bfc6,東室蘭,42.349374,141.026411,北海道,JR室蘭本線(長万部・室蘭～苫小牧)
d43bb186-41cf-4726-a472-b7888baa610f,鷲別,42.35953,141.042759,北海道,JR室蘭本線(長万部・室蘭～苫小牧)
7ff4fc5a-deff-4847-8a21-4046bba9d038,幌別,42.409782,141.107293,北海道,JR室蘭本線(長万部・室蘭～苫小牧)
e7af1b40-e83c-4f6a-a2e2-6acf608a5ff5,富浦,42.441957,141.156878,北海道,JR室蘭本線(長万部・室蘭～苫小牧)
c746a37d-34f9-4e57-9078-c6ddfd61d01c,登別,42.45207,141.180931,北海道,JR室蘭本線(長万部・室蘭～苫小牧)
